episode,t,obs,act,rew
0,0,"(0, 19)",1,-0.17
0,1,"(1, 19)",0,-0.17
0,2,"(1, 18)",0,-0.17
0,3,"(1, 17)",0,-0.17
0,4,"(1, 16)",0,-0.17
0,5,"(1, 15)",1,-0.17
0,6,"(2, 15)",1,-0.17
0,7,"(3, 15)",2,-0.17
0,8,"(3, 16)",1,-16.67
0,9,"(3, 16)",0,-0.17
0,10,"(3, 15)",3,-0.17
0,11,"(2, 15)",1,-0.17
0,12,"(3, 15)",2,-0.17
0,13,"(3, 16)",2,-0.17
0,14,"(3, 17)",1,-0.17
0,15,"(4, 17)",1,-0.17
0,16,"(5, 17)",1,-0.17
0,17,"(6, 17)",1,-0.17
0,18,"(7, 17)",1,-0.17
0,19,"(8, 17)",1,-0.17
0,20,"(9, 17)",3,-0.17
0,21,"(8, 17)",3,-0.17
0,22,"(7, 17)",1,-0.17
0,23,"(8, 17)",1,-0.17
0,24,"(9, 17)",3,-0.17
0,25,"(8, 17)",3,-0.17
0,26,"(7, 17)",3,-0.17
0,27,"(6, 17)",3,-0.17
0,28,"(5, 17)",2,-0.17
0,29,"(5, 18)",0,-0.17
0,30,"(5, 17)",3,-0.17
0,31,"(4, 17)",3,-0.17
0,32,"(3, 17)",0,-0.17
0,33,"(3, 16)",2,-0.17
0,34,"(3, 17)",1,-0.17
0,35,"(4, 17)",1,-0.17
0,36,"(5, 17)",2,-0.17
0,37,"(5, 18)",2,-0.17
0,38,"(5, 19)",1,-0.17
0,39,"(6, 19)",1,-0.17
0,40,"(7, 19)",1,-0.17
0,41,"(8, 19)",1,-0.17
0,42,"(9, 19)",1,-0.17
0,43,"(10, 19)",1,-0.17
0,44,"(11, 19)",1,-0.17
0,45,"(12, 19)",1,-0.17
0,46,"(13, 19)",1,-0.17
0,47,"(14, 19)",1,-0.17
0,48,"(15, 19)",0,-0.17
0,49,"(15, 18)",0,-0.17
0,50,"(15, 17)",2,-0.17
0,51,"(15, 18)",2,-0.17
0,52,"(15, 19)",2,-0.17
0,53,"(15, 19)",3,-0.17
0,54,"(14, 19)",2,-0.17
0,55,"(14, 19)",3,-0.17
0,56,"(13, 19)",2,-0.17
0,57,"(13, 19)",3,-0.17
0,58,"(12, 19)",2,-0.17
0,59,"(12, 19)",3,-0.17
0,60,"(11, 19)",1,-0.17
0,61,"(12, 19)",1,-0.17
0,62,"(13, 19)",1,-0.17
0,63,"(14, 19)",1,-0.17
0,64,"(15, 19)",0,-0.17
0,65,"(15, 18)",0,-0.17
0,66,"(15, 17)",3,-0.17
0,67,"(14, 17)",1,-0.17
0,68,"(15, 17)",2,-0.17
0,69,"(15, 18)",2,-0.17
0,70,"(15, 19)",2,-0.17
0,71,"(15, 19)",3,-0.17
0,72,"(14, 19)",2,-0.17
0,73,"(14, 19)",3,-0.17
0,74,"(13, 19)",2,-0.17
0,75,"(13, 19)",3,-0.17
0,76,"(12, 19)",2,-0.17
0,77,"(12, 19)",3,-0.17
0,78,"(11, 19)",1,-0.17
0,79,"(12, 19)",1,-0.17
0,80,"(13, 19)",1,-0.17
0,81,"(14, 19)",1,-0.17
0,82,"(15, 19)",0,-0.17
0,83,"(15, 18)",0,-0.17
0,84,"(15, 17)",3,-0.17
0,85,"(14, 17)",3,-0.17
0,86,"(13, 17)",1,-0.17
0,87,"(14, 17)",3,-0.17
0,88,"(13, 17)",0,-0.17
0,89,"(13, 16)",0,-0.17
0,90,"(13, 15)",2,-0.17
0,91,"(13, 16)",2,-0.17
0,92,"(13, 17)",1,-0.17
0,93,"(14, 17)",1,-0.17
0,94,"(15, 17)",3,-0.17
0,95,"(14, 17)",3,-0.17
0,96,"(13, 17)",0,-0.17
0,97,"(13, 16)",2,-0.17
0,98,"(13, 17)",1,-0.17
0,99,"(14, 17)",1,-0.17
0,100,"(15, 17)",2,-0.17
0,101,"(15, 18)",2,-0.17
0,102,"(15, 19)",2,-0.17
0,103,"(15, 19)",3,-0.17
0,104,"(14, 19)",2,-0.17
0,105,"(14, 19)",3,-0.17
0,106,"(13, 19)",2,-0.17
0,107,"(13, 19)",3,-0.17
0,108,"(12, 19)",2,-0.17
0,109,"(12, 19)",3,-0.17
0,110,"(11, 19)",1,-0.17
0,111,"(12, 19)",1,-0.17
0,112,"(13, 19)",1,-0.17
0,113,"(14, 19)",1,-0.17
0,114,"(15, 19)",0,-0.17
0,115,"(15, 18)",0,-0.17
0,116,"(15, 17)",3,-0.17
0,117,"(14, 17)",3,-0.17
0,118,"(13, 17)",0,-0.17
0,119,"(13, 16)",0,-0.17
0,120,"(13, 15)",0,-0.17
0,121,"(13, 14)",0,-0.17
0,122,"(13, 13)",3,-0.17
0,123,"(12, 13)",3,-0.17
0,124,"(11, 13)",0,-0.17
0,125,"(11, 12)",0,-0.17
0,126,"(11, 11)",1,-0.17
0,127,"(12, 11)",1,-0.17
0,128,"(13, 11)",1,-0.17
0,129,"(14, 11)",1,-0.17
0,130,"(15, 11)",0,-0.17
0,131,"(15, 10)",0,-0.17
0,132,"(15, 9)",0,-0.17
0,133,"(15, 8)",0,-0.17
0,134,"(15, 7)",0,-0.17
0,135,"(15, 6)",0,-0.17
0,136,"(15, 5)",0,-0.17
0,137,"(15, 4)",0,-0.17
0,138,"(15, 3)",0,-0.17
0,139,"(15, 2)",0,-0.17
0,140,"(15, 1)",1,-0.17
0,141,"(16, 1)",1,-0.17
0,142,"(17, 1)",1,-0.17
0,143,"(18, 1)",1,-0.17
0,144,"(19, 1)",2,-0.17
0,145,"(19, 2)",0,-0.17
0,146,"(19, 1)",1,-16.67
0,147,"(19, 1)",0,-0.17
0,148,"(19, 0)",2,-0.17
0,149,"(19, 1)",3,-0.17
0,150,"(18, 1)",0,-0.17
0,151,"(18, 0)",1,-0.17
0,152,"(19, 0)",0,-0.17
0,153,"(19, 0)",3,-0.17
0,154,"(18, 0)",2,-0.17
0,155,"(18, 1)",3,-0.17
0,156,"(17, 1)",3,-0.17
0,157,"(16, 1)",0,-0.17
0,158,"(16, 0)",1,-0.17
0,159,"(17, 0)",2,-0.17
0,160,"(17, 1)",0,-0.17
0,161,"(17, 0)",1,-0.17
0,162,"(18, 0)",1,-0.17
0,163,"(19, 0)",2,-0.17
0,164,"(19, 1)",2,-0.17
0,165,"(19, 2)",2,-0.17
0,166,"(19, 3)",2,-0.17
0,167,"(19, 4)",2,-0.17
0,168,"(19, 5)",3,-0.17
0,169,"(18, 5)",3,-0.17
0,170,"(17, 5)",2,-0.17
0,171,"(17, 6)",2,-0.17
0,172,"(17, 7)",2,-0.17
0,173,"(17, 8)",2,-0.17
0,174,"(17, 9)",2,-0.17
0,175,"(17, 10)",2,-0.17
0,176,"(17, 11)",2,-0.17
0,177,"(17, 12)",2,-0.17
0,178,"(17, 13)",2,-0.17
0,179,"(17, 14)",2,-0.17
0,180,"(17, 15)",2,-0.17
0,181,"(17, 16)",2,-0.17
0,182,"(17, 17)",2,-0.17
0,183,"(17, 18)",2,-0.17
0,184,"(17, 19)",1,-0.17
0,185,"(18, 19)",1,-0.17
0,186,"(19, 19)",0,-0.17
0,187,"(19, 18)",0,-0.17
0,188,"(19, 17)",1,-0.17
0,189,"(20, 17)",1,-0.17
0,190,"(21, 17)",2,-0.17
0,191,"(21, 18)",2,-0.17
0,192,"(21, 19)",1,-0.17
0,193,"(22, 19)",1,-0.17
0,194,"(23, 19)",1,-0.17
0,195,"(24, 19)",1,-0.17
0,196,"(25, 19)",1,-0.17
0,197,"(26, 19)",1,-0.17
0,198,"(27, 19)",1,-0.17
0,199,"(28, 19)",1,-0.17
0,200,"(29, 19)",1,-0.17
0,201,"(30, 19)",1,-0.17
0,202,"(31, 19)",0,-0.17
0,203,"(31, 18)",0,-0.17
0,204,"(31, 17)",3,-0.17
0,205,"(30, 17)",3,-0.17
0,206,"(29, 17)",3,-0.17
0,207,"(28, 17)",3,-0.17
0,208,"(27, 17)",0,-0.17
0,209,"(27, 16)",0,-0.17
0,210,"(27, 15)",0,-0.17
0,211,"(27, 14)",0,-0.17
0,212,"(27, 13)",0,-0.17
0,213,"(27, 12)",0,-0.17
0,214,"(27, 11)",1,-0.17
0,215,"(28, 11)",1,-0.17
0,216,"(29, 11)",2,-0.17
0,217,"(29, 12)",2,-0.17
0,218,"(29, 13)",2,-0.17
0,219,"(29, 14)",2,-0.17
0,220,"(29, 15)",1,-0.17
0,221,"(30, 15)",1,-0.17
0,222,"(31, 15)",1,-0.17
0,223,"(32, 15)",1,-0.17
0,224,"(33, 15)",0,-0.17
0,225,"(33, 14)",0,-0.17
0,226,"(33, 13)",3,-0.17
0,227,"(32, 13)",3,-0.17
0,228,"(31, 13)",0,-0.17
0,229,"(31, 12)",0,-0.17
0,230,"(31, 11)",0,-0.17
0,231,"(31, 10)",0,-0.17
0,232,"(31, 9)",1,-0.17
0,233,"(32, 9)",1,-0.17
0,234,"(33, 9)",0,-0.17
0,235,"(33, 8)",0,-0.17
0,236,"(33, 7)",0,-0.17
0,237,"(33, 6)",0,-0.17
0,238,"(33, 5)",0,-0.17
0,239,"(33, 4)",0,-0.17
0,240,"(33, 3)",3,-0.17
0,241,"(32, 3)",3,-0.17
0,242,"(31, 3)",0,-0.17
0,243,"(31, 2)",0,-0.17
0,244,"(31, 1)",1,-0.17
0,245,"(32, 1)",1,-0.17
0,246,"(33, 1)",1,-0.17
0,247,"(34, 1)",1,-0.17
0,248,"(35, 1)",2,-0.17
0,249,"(35, 2)",2,-0.17
0,250,"(35, 3)",1,-0.17
0,251,"(36, 3)",1,-0.17
0,252,"(37, 3)",2,-0.17
0,253,"(37, 4)",2,-0.17
0,254,"(37, 5)",3,-0.17
0,255,"(36, 5)",3,-0.17
0,256,"(35, 5)",2,-0.17
0,257,"(35, 6)",2,-0.17
0,258,"(35, 7)",1,-0.17
0,259,"(36, 7)",1,-0.17
0,260,"(37, 7)",1,-0.17
0,261,"(38, 7)",1,-0.17
0,262,"(39, 7)",0,-0.17
0,263,"(39, 6)",0,-0.17
0,264,"(39, 5)",0,-0.17
0,265,"(39, 4)",0,-0.17
0,266,"(39, 3)",0,-0.17
0,267,"(39, 2)",0,-0.17
0,268,"(39, 1)",0,16.67
1,0,"(0, 19)",1,-0.17
1,1,"(1, 19)",0,-0.17
1,2,"(1, 18)",0,-0.17
1,3,"(1, 17)",0,-0.17
1,4,"(1, 16)",0,-0.17
1,5,"(1, 15)",1,-0.17
1,6,"(2, 15)",1,-0.17
1,7,"(3, 15)",2,-0.17
1,8,"(3, 16)",1,-16.67
1,9,"(3, 16)",0,-0.17
1,10,"(3, 15)",3,-0.17
1,11,"(2, 15)",1,-0.17
1,12,"(3, 15)",2,-0.17
1,13,"(3, 16)",2,-0.17
1,14,"(3, 17)",1,-0.17
1,15,"(4, 17)",1,-0.17
1,16,"(5, 17)",1,-0.17
1,17,"(6, 17)",1,-0.17
1,18,"(7, 17)",1,-0.17
1,19,"(8, 17)",1,-0.17
1,20,"(9, 17)",3,-0.17
1,21,"(8, 17)",3,-0.17
1,22,"(7, 17)",1,-0.17
1,23,"(8, 17)",1,-0.17
1,24,"(9, 17)",3,-0.17
1,25,"(8, 17)",3,-0.17
1,26,"(7, 17)",3,-0.17
1,27,"(6, 17)",3,-0.17
1,28,"(5, 17)",2,-0.17
1,29,"(5, 18)",0,-0.17
1,30,"(5, 17)",3,-0.17
1,31,"(4, 17)",3,-0.17
1,32,"(3, 17)",0,-0.17
1,33,"(3, 16)",2,-0.17
1,34,"(3, 17)",1,-0.17
1,35,"(4, 17)",1,-0.17
1,36,"(5, 17)",2,-0.17
1,37,"(5, 18)",2,-0.17
1,38,"(5, 19)",1,-0.17
1,39,"(6, 19)",1,-0.17
1,40,"(7, 19)",1,-0.17
1,41,"(8, 19)",1,-0.17
1,42,"(9, 19)",1,-0.17
1,43,"(10, 19)",1,-0.17
1,44,"(11, 19)",1,-0.17
1,45,"(12, 19)",1,-0.17
1,46,"(13, 19)",1,-0.17
1,47,"(14, 19)",1,-0.17
1,48,"(15, 19)",0,-0.17
1,49,"(15, 18)",0,-0.17
1,50,"(15, 17)",2,-0.17
1,51,"(15, 18)",2,-0.17
1,52,"(15, 19)",2,-0.17
1,53,"(15, 19)",3,-0.17
1,54,"(14, 19)",2,-0.17
1,55,"(14, 19)",3,-0.17
1,56,"(13, 19)",2,-0.17
1,57,"(13, 19)",3,-0.17
1,58,"(12, 19)",2,-0.17
1,59,"(12, 19)",3,-0.17
1,60,"(11, 19)",1,-0.17
1,61,"(12, 19)",1,-0.17
1,62,"(13, 19)",1,-0.17
1,63,"(14, 19)",1,-0.17
1,64,"(15, 19)",0,-0.17
1,65,"(15, 18)",0,-0.17
1,66,"(15, 17)",3,-0.17
1,67,"(14, 17)",1,-0.17
1,68,"(15, 17)",3,-0.17
1,69,"(14, 17)",3,-0.17
1,70,"(13, 17)",0,-0.17
1,71,"(13, 16)",0,-0.17
1,72,"(13, 15)",2,-0.17
1,73,"(13, 16)",2,-0.17
1,74,"(13, 17)",1,-0.17
1,75,"(14, 17)",1,-0.17
1,76,"(15, 17)",2,-0.17
1,77,"(15, 18)",2,-0.17
1,78,"(15, 19)",2,-0.17
1,79,"(15, 19)",3,-0.17
1,80,"(14, 19)",2,-0.17
1,81,"(14, 19)",3,-0.17
1,82,"(13, 19)",2,-0.17
1,83,"(13, 19)",3,-0.17
1,84,"(12, 19)",2,-0.17
1,85,"(12, 19)",3,-0.17
1,86,"(11, 19)",1,-0.17
1,87,"(12, 19)",1,-0.17
1,88,"(13, 19)",1,-0.17
1,89,"(14, 19)",1,-0.17
1,90,"(15, 19)",0,-0.17
1,91,"(15, 18)",0,-0.17
1,92,"(15, 17)",2,-0.17
1,93,"(15, 18)",2,-0.17
1,94,"(15, 19)",2,-0.17
1,95,"(15, 19)",3,-0.17
1,96,"(14, 19)",2,-0.17
1,97,"(14, 19)",3,-0.17
1,98,"(13, 19)",2,-0.17
1,99,"(13, 19)",3,-0.17
1,100,"(12, 19)",2,-0.17
1,101,"(12, 19)",3,-0.17
1,102,"(11, 19)",1,-0.17
1,103,"(12, 19)",1,-0.17
1,104,"(13, 19)",1,-0.17
1,105,"(14, 19)",1,-0.17
1,106,"(15, 19)",0,-0.17
1,107,"(15, 18)",0,-0.17
1,108,"(15, 17)",3,-0.17
1,109,"(14, 17)",3,-0.17
1,110,"(13, 17)",1,-0.17
1,111,"(14, 17)",3,-0.17
1,112,"(13, 17)",0,-0.17
1,113,"(13, 16)",2,-0.17
1,114,"(13, 17)",0,-0.17
1,115,"(13, 16)",0,-0.17
1,116,"(13, 15)",0,-0.17
1,117,"(13, 14)",0,-0.17
1,118,"(13, 13)",3,-0.17
1,119,"(12, 13)",3,-0.17
1,120,"(11, 13)",0,-0.17
1,121,"(11, 12)",0,-0.17
1,122,"(11, 11)",1,-0.17
1,123,"(12, 11)",1,-0.17
