episode,t,obs,act,rew
0,0,"(0, 9)",1,-0.33
0,1,"(1, 9)",0,-0.33
0,2,"(1, 8)",1,-0.33
0,3,"(2, 8)",0,-0.33
0,4,"(2, 7)",1,-0.33
0,5,"(3, 7)",1,-33.33
0,6,"(3, 7)",0,-0.33
0,7,"(3, 6)",1,-0.33
0,8,"(4, 6)",0,-0.33
0,9,"(4, 5)",1,-0.33
0,10,"(5, 5)",0,-0.33
0,11,"(5, 4)",0,-0.33
0,12,"(5, 3)",0,-0.33
0,13,"(5, 2)",1,-0.33
0,14,"(6, 2)",1,-0.33
0,15,"(7, 2)",0,-0.33
0,16,"(7, 1)",1,-0.33
0,17,"(8, 1)",1,-0.33
0,18,"(9, 1)",1,-0.33
0,19,"(10, 1)",1,-0.33
0,20,"(11, 1)",1,-0.33
0,21,"(12, 1)",1,-0.33
0,22,"(13, 1)",1,-0.33
0,23,"(14, 1)",1,-0.33
0,24,"(15, 1)",1,-0.33
0,25,"(16, 1)",1,-0.33
0,26,"(17, 1)",1,-0.33
0,27,"(18, 1)",1,-0.33
0,28,"(19, 1)",0,33.33
1,0,"(0, 9)",0,-0.33
1,1,"(0, 8)",1,-0.33
1,2,"(1, 8)",1,-0.33
1,3,"(2, 8)",1,-0.33
1,4,"(3, 8)",0,-0.33
1,5,"(3, 7)",1,-33.33
1,6,"(3, 7)",0,-0.33
1,7,"(3, 6)",0,-0.33
1,8,"(3, 5)",1,-0.33
1,9,"(4, 5)",1,-0.33
1,10,"(5, 5)",1,-0.33
1,11,"(6, 5)",1,-0.33
1,12,"(7, 5)",0,-0.33
1,13,"(7, 4)",0,-0.33
1,14,"(7, 3)",0,-0.33
1,15,"(7, 2)",0,-0.33
1,16,"(7, 1)",1,-0.33
1,17,"(8, 1)",1,-0.33
1,18,"(9, 1)",1,-0.33
1,19,"(10, 1)",1,-0.33
1,20,"(11, 1)",1,-0.33
1,21,"(12, 1)",1,-0.33
1,22,"(13, 1)",1,-0.33
1,23,"(14, 1)",1,-0.33
1,24,"(15, 1)",1,-0.33
1,25,"(16, 1)",1,-0.33
1,26,"(17, 1)",1,-0.33
1,27,"(18, 1)",1,-0.33
1,28,"(19, 1)",0,33.33
2,0,"(0, 9)",1,-0.33
2,1,"(1, 9)",0,-0.33
2,2,"(1, 8)",0,-0.33
2,3,"(1, 7)",1,-0.33
2,4,"(2, 7)",0,-33.33
2,5,"(2, 7)",1,-0.33
2,6,"(3, 7)",0,-0.33
2,7,"(3, 6)",0,-0.33
2,8,"(3, 5)",0,-33.33
2,9,"(3, 5)",1,-0.33
2,10,"(4, 5)",1,-0.33
2,11,"(5, 5)",0,-0.33
2,12,"(5, 4)",0,-0.33
2,13,"(5, 3)",0,-0.33
2,14,"(5, 2)",0,-0.33
2,15,"(5, 1)",1,-0.33
2,16,"(6, 1)",1,-0.33
2,17,"(7, 1)",1,-0.33
2,18,"(8, 1)",1,-0.33
2,19,"(9, 1)",1,-0.33
2,20,"(10, 1)",1,-0.33
2,21,"(11, 1)",1,-0.33
2,22,"(12, 1)",1,-0.33
2,23,"(13, 1)",1,-0.33
2,24,"(14, 1)",1,-0.33
2,25,"(15, 1)",1,-0.33
2,26,"(16, 1)",1,-0.33
2,27,"(17, 1)",1,-0.33
2,28,"(18, 1)",1,-0.33
2,29,"(19, 1)",0,33.33
3,0,"(0, 9)",0,-0.33
3,1,"(0, 8)",1,-0.33
3,2,"(1, 8)",1,-0.33
3,3,"(2, 8)",1,-0.33
3,4,"(3, 8)",1,-0.33
3,5,"(4, 8)",1,-0.33
3,6,"(5, 8)",1,-0.33
3,7,"(6, 8)",0,-0.33
3,8,"(6, 7)",1,-0.33
3,9,"(7, 7)",0,-0.33
3,10,"(7, 6)",1,-33.33
3,11,"(7, 6)",0,-0.33
3,12,"(7, 5)",0,-0.33
3,13,"(7, 4)",0,-0.33
3,14,"(7, 3)",1,-0.33
3,15,"(8, 3)",1,-0.33
3,16,"(9, 3)",0,-0.33
3,17,"(9, 2)",1,-0.33
3,18,"(10, 2)",1,-0.33
3,19,"(11, 2)",0,-0.33
3,20,"(11, 1)",1,-0.33
3,21,"(12, 1)",1,-0.33
3,22,"(13, 1)",1,-0.33
3,23,"(14, 1)",1,-0.33
3,24,"(15, 1)",1,-0.33
3,25,"(16, 1)",1,-0.33
3,26,"(17, 1)",1,-0.33
3,27,"(18, 1)",1,-0.33
3,28,"(19, 1)",0,33.33
4,0,"(0, 9)",0,-0.33
4,1,"(0, 8)",1,-0.33
4,2,"(1, 8)",0,-0.33
4,3,"(1, 7)",0,-0.33
4,4,"(1, 6)",1,-33.33
4,5,"(1, 6)",0,-0.33
4,6,"(1, 5)",0,-0.33
4,7,"(1, 4)",1,-33.33
4,8,"(1, 4)",0,-0.33
4,9,"(1, 3)",1,-0.33
4,10,"(2, 3)",1,-0.33
4,11,"(3, 3)",0,-0.33
4,12,"(3, 2)",0,-0.33
4,13,"(3, 1)",1,-0.33
4,14,"(4, 1)",1,-0.33
4,15,"(5, 1)",1,-0.33
4,16,"(6, 1)",1,-0.33
4,17,"(7, 1)",1,-0.33
4,18,"(8, 1)",1,-0.33
4,19,"(9, 1)",1,-0.33
4,20,"(10, 1)",1,-0.33
4,21,"(11, 1)",1,-0.33
4,22,"(12, 1)",1,-0.33
4,23,"(13, 1)",1,-0.33
4,24,"(14, 1)",1,-0.33
4,25,"(15, 1)",1,-0.33
4,26,"(16, 1)",1,-0.33
4,27,"(17, 1)",1,-0.33
4,28,"(18, 1)",1,-0.33
4,29,"(19, 1)",0,33.33
5,0,"(0, 9)",1,-0.33
5,1,"(1, 9)",0,-0.33
5,2,"(1, 8)",1,-0.33
5,3,"(2, 8)",0,-0.33
5,4,"(2, 7)",0,-33.33
5,5,"(2, 7)",1,-0.33
5,6,"(3, 7)",0,-0.33
5,7,"(3, 6)",1,-0.33
5,8,"(4, 6)",0,-0.33
5,9,"(4, 5)",1,-0.33
5,10,"(5, 5)",0,-0.33
5,11,"(5, 4)",0,-0.33
5,12,"(5, 3)",0,-0.33
5,13,"(5, 2)",1,-0.33
5,14,"(6, 2)",0,-0.33
5,15,"(6, 1)",0,-0.33
5,16,"(6, 0)",1,-0.33
5,17,"(7, 0)",1,-0.33
5,18,"(8, 0)",1,-0.33
5,19,"(9, 0)",1,-0.33
5,20,"(10, 0)",1,-0.33
5,21,"(11, 0)",1,-0.33
5,22,"(12, 0)",1,-0.33
5,23,"(13, 0)",1,-0.33
5,24,"(14, 0)",1,-0.33
5,25,"(15, 0)",1,-0.33
5,26,"(16, 0)",1,-0.33
5,27,"(17, 0)",1,-33.33
5,28,"(17, 0)",2,-0.33
5,29,"(17, 1)",1,-0.33
5,30,"(18, 1)",1,-0.33
5,31,"(19, 1)",0,33.33
6,0,"(0, 9)",0,-0.33
6,1,"(0, 8)",0,-0.33
6,2,"(0, 7)",0,-0.33
6,3,"(0, 6)",0,-0.33
6,4,"(0, 5)",0,-0.33
6,5,"(0, 4)",0,-0.33
6,6,"(0, 3)",1,-0.33
6,7,"(1, 3)",0,-33.33
6,8,"(1, 3)",1,-0.33
6,9,"(2, 3)",0,-0.33
6,10,"(2, 2)",1,-0.33
6,11,"(3, 2)",0,-0.33
6,12,"(3, 1)",1,-0.33
6,13,"(4, 1)",1,-0.33
6,14,"(5, 1)",1,-0.33
6,15,"(6, 1)",1,-0.33
6,16,"(7, 1)",1,-0.33
6,17,"(8, 1)",1,-0.33
6,18,"(9, 1)",1,-0.33
6,19,"(10, 1)",1,-0.33
6,20,"(11, 1)",1,-0.33
6,21,"(12, 1)",1,-0.33
6,22,"(13, 1)",1,-0.33
6,23,"(14, 1)",1,-0.33
6,24,"(15, 1)",1,-0.33
6,25,"(16, 1)",1,-0.33
6,26,"(17, 1)",1,-0.33
6,27,"(18, 1)",1,-0.33
6,28,"(19, 1)",0,33.33
7,0,"(0, 9)",0,-0.33
7,1,"(0, 8)",0,-0.33
7,2,"(0, 7)",1,-0.33
7,3,"(1, 7)",0,-0.33
7,4,"(1, 6)",0,-0.33
7,5,"(1, 5)",0,-0.33
7,6,"(1, 4)",0,-0.33
7,7,"(1, 3)",1,-0.33
7,8,"(2, 3)",0,-0.33
7,9,"(2, 2)",1,-0.33
7,10,"(3, 2)",1,-0.33
7,11,"(4, 2)",0,-0.33
7,12,"(4, 1)",1,-0.33
7,13,"(5, 1)",0,-0.33
7,14,"(5, 0)",1,-0.33
7,15,"(6, 0)",1,-0.33
7,16,"(7, 0)",1,-0.33
7,17,"(8, 0)",1,-0.33
7,18,"(9, 0)",1,-0.33
7,19,"(10, 0)",1,-0.33
7,20,"(11, 0)",1,-0.33
7,21,"(12, 0)",1,-0.33
7,22,"(13, 0)",1,-0.33
7,23,"(14, 0)",1,-0.33
7,24,"(15, 0)",1,-0.33
7,25,"(16, 0)",1,-0.33
7,26,"(17, 0)",1,-33.33
7,27,"(17, 0)",2,-0.33
7,28,"(17, 1)",1,-0.33
7,29,"(18, 1)",1,-0.33
7,30,"(19, 1)",0,33.33
8,0,"(0, 9)",0,-0.33
8,1,"(0, 8)",1,-0.33
8,2,"(1, 8)",0,-0.33
8,3,"(1, 7)",0,-0.33
8,4,"(1, 6)",0,-0.33
8,5,"(1, 5)",0,-0.33
8,6,"(1, 4)",0,-0.33
8,7,"(1, 3)",0,-33.33
8,8,"(1, 3)",1,-0.33
8,9,"(2, 3)",0,-0.33
8,10,"(2, 2)",1,-0.33
8,11,"(3, 2)",1,-0.33
8,12,"(4, 2)",1,-0.33
8,13,"(5, 2)",1,-0.33
8,14,"(6, 2)",1,-0.33
8,15,"(7, 2)",0,-0.33
8,16,"(7, 1)",1,-0.33
8,17,"(8, 1)",1,-0.33
8,18,"(9, 1)",1,-0.33
8,19,"(10, 1)",1,-0.33
8,20,"(11, 1)",1,-0.33
8,21,"(12, 1)",1,-0.33
8,22,"(13, 1)",1,-0.33
8,23,"(14, 1)",1,-0.33
8,24,"(15, 1)",1,-0.33
8,25,"(16, 1)",1,-0.33
8,26,"(17, 1)",1,-0.33
8,27,"(18, 1)",1,-0.33
8,28,"(19, 1)",0,33.33
9,0,"(0, 9)",0,-0.33
9,1,"(0, 8)",1,-0.33
9,2,"(1, 8)",1,-0.33
9,3,"(2, 8)",1,-0.33
9,4,"(3, 8)",1,-0.33
9,5,"(4, 8)",0,-33.33
9,6,"(4, 8)",1,-0.33
9,7,"(5, 8)",1,-0.33
9,8,"(6, 8)",0,-0.33
9,9,"(6, 7)",0,-0.33
9,10,"(6, 6)",1,-0.33
9,11,"(7, 6)",0,-0.33
9,12,"(7, 5)",0,-0.33
9,13,"(7, 4)",0,-0.33
9,14,"(7, 3)",1,-0.33
9,15,"(8, 3)",1,-0.33
9,16,"(9, 3)",0,-0.33
9,17,"(9, 2)",0,-0.33
9,18,"(9, 1)",1,-0.33
9,19,"(10, 1)",1,-0.33
9,20,"(11, 1)",1,-0.33
9,21,"(12, 1)",1,-0.33
9,22,"(13, 1)",1,-0.33
9,23,"(14, 1)",1,-0.33
9,24,"(15, 1)",1,-0.33
9,25,"(16, 1)",1,-0.33
9,26,"(17, 1)",1,-0.33
9,27,"(18, 1)",1,-0.33
9,28,"(19, 1)",0,33.33
10,0,"(0, 9)",0,-0.33
10,1,"(0, 8)",1,-0.33
10,2,"(1, 8)",1,-0.33
10,3,"(2, 8)",1,-0.33
10,4,"(3, 8)",0,-0.33
10,5,"(3, 7)",1,-33.33
10,6,"(3, 7)",0,-0.33
10,7,"(3, 6)",1,-0.33
10,8,"(4, 6)",0,-0.33
10,9,"(4, 5)",1,-0.33
10,10,"(5, 5)",0,-0.33
10,11,"(5, 4)",0,-0.33
10,12,"(5, 3)",1,-0.33
10,13,"(6, 3)",0,-0.33
10,14,"(6, 2)",1,-0.33
10,15,"(7, 2)",0,-0.33
10,16,"(7, 1)",1,-0.33
10,17,"(8, 1)",1,-0.33
10,18,"(9, 1)",1,-0.33
10,19,"(10, 1)",1,-0.33
10,20,"(11, 1)",1,-0.33
10,21,"(12, 1)",1,-0.33
10,22,"(13, 1)",1,-0.33
10,23,"(14, 1)",1,-0.33
10,24,"(15, 1)",1,-0.33
10,25,"(16, 1)",1,-0.33
10,26,"(17, 1)",1,-0.33
10,27,"(18, 1)",1,-0.33
10,28,"(19, 1)",0,33.33
11,0,"(0, 9)",1,-0.33
11,1,"(1, 9)",0,-0.33
11,2,"(1, 8)",1,-0.33
11,3,"(2, 8)",0,-0.33
11,4,"(2, 7)",1,-0.33
11,5,"(3, 7)",0,-0.33
11,6,"(3, 6)",1,-0.33
11,7,"(4, 6)",0,-0.33
11,8,"(4, 5)",0,-33.33
11,9,"(4, 5)",1,-0.33
11,10,"(5, 5)",1,-0.33
11,11,"(6, 5)",0,-33.33
11,12,"(6, 5)",1,-0.33
11,13,"(7, 5)",0,-0.33
11,14,"(7, 4)",0,-0.33
11,15,"(7, 3)",0,-0.33
11,16,"(7, 2)",0,-0.33
11,17,"(7, 1)",1,-0.33
11,18,"(8, 1)",1,-0.33
11,19,"(9, 1)",1,-0.33
11,20,"(10, 1)",1,-0.33
11,21,"(11, 1)",1,-0.33
11,22,"(12, 1)",1,-0.33
11,23,"(13, 1)",1,-0.33
11,24,"(14, 1)",1,-0.33
11,25,"(15, 1)",1,-0.33
11,26,"(16, 1)",1,-0.33
11,27,"(17, 1)",1,-0.33
11,28,"(18, 1)",1,-0.33
11,29,"(19, 1)",0,33.33
12,0,"(0, 9)",0,-0.33
12,1,"(0, 8)",1,-0.33
12,2,"(1, 8)",1,-0.33
12,3,"(2, 8)",1,-0.33
12,4,"(3, 8)",1,-0.33
12,5,"(4, 8)",0,-33.33
12,6,"(4, 8)",1,-0.33
12,7,"(5, 8)",0,-0.33
12,8,"(5, 7)",1,-0.33
12,9,"(6, 7)",1,-0.33
12,10,"(7, 7)",0,-0.33
12,11,"(7, 6)",0,-0.33
12,12,"(7, 5)",0,-0.33
12,13,"(7, 4)",0,-0.33
12,14,"(7, 3)",1,-0.33
12,15,"(8, 3)",1,-0.33
12,16,"(9, 3)",0,-0.33
12,17,"(9, 2)",1,-0.33
12,18,"(10, 2)",0,-0.33
12,19,"(10, 1)",1,-0.33
12,20,"(11, 1)",1,-0.33
12,21,"(12, 1)",1,-0.33
12,22,"(13, 1)",1,-0.33
12,23,"(14, 1)",1,-0.33
12,24,"(15, 1)",1,-0.33
12,25,"(16, 1)",1,-0.33
12,26,"(17, 1)",1,-0.33
12,27,"(18, 1)",1,-0.33
12,28,"(19, 1)",0,33.33
13,0,"(0, 9)",0,-0.33
13,1,"(0, 8)",0,-0.33
13,2,"(0, 7)",0,-0.33
13,3,"(0, 6)",1,-0.33
13,4,"(1, 6)",0,-0.33
13,5,"(1, 5)",0,-0.33
13,6,"(1, 4)",1,-33.33
13,7,"(1, 4)",0,-0.33
13,8,"(1, 3)",1,-0.33
13,9,"(2, 3)",1,-0.33
13,10,"(3, 3)",1,-0.33
13,11,"(4, 3)",0,-0.33
13,12,"(4, 2)",1,-0.33
13,13,"(5, 2)",1,-0.33
13,14,"(6, 2)",1,-0.33
13,15,"(7, 2)",0,-0.33
13,16,"(7, 1)",1,-0.33
13,17,"(8, 1)",1,-0.33
13,18,"(9, 1)",1,-0.33
13,19,"(10, 1)",1,-0.33
13,20,"(11, 1)",1,-0.33
13,21,"(12, 1)",1,-0.33
13,22,"(13, 1)",1,-0.33
13,23,"(14, 1)",1,-0.33
13,24,"(15, 1)",1,-0.33
13,25,"(16, 1)",1,-0.33
13,26,"(17, 1)",1,-0.33
13,27,"(18, 1)",1,-0.33
13,28,"(19, 1)",0,33.33
14,0,"(0, 9)",1,-0.33
14,1,"(1, 9)",0,-0.33
14,2,"(1, 8)",1,-0.33
14,3,"(2, 8)",1,-0.33
14,4,"(3, 8)",1,-0.33
14,5,"(4, 8)",0,-33.33
14,6,"(4, 8)",1,-0.33
14,7,"(5, 8)",0,-0.33
14,8,"(5, 7)",1,-0.33
14,9,"(6, 7)",1,-0.33
14,10,"(7, 7)",0,-0.33
14,11,"(7, 6)",0,-0.33
14,12,"(7, 5)",0,-0.33
14,13,"(7, 4)",0,-0.33
14,14,"(7, 3)",0,-0.33
14,15,"(7, 2)",0,-0.33
14,16,"(7, 1)",1,-0.33
14,17,"(8, 1)",1,-0.33
14,18,"(9, 1)",1,-0.33
14,19,"(10, 1)",1,-0.33
14,20,"(11, 1)",1,-0.33
14,21,"(12, 1)",1,-0.33
14,22,"(13, 1)",1,-0.33
14,23,"(14, 1)",1,-0.33
14,24,"(15, 1)",1,-0.33
14,25,"(16, 1)",1,-0.33
14,26,"(17, 1)",1,-0.33
14,27,"(18, 1)",1,-0.33
14,28,"(19, 1)",0,33.33
15,0,"(0, 9)",0,-0.33
15,1,"(0, 8)",1,-0.33
15,2,"(1, 8)",0,-0.33
15,3,"(1, 7)",0,-0.33
15,4,"(1, 6)",1,-33.33
15,5,"(1, 6)",0,-0.33
15,6,"(1, 5)",0,-0.33
15,7,"(1, 4)",1,-33.33
15,8,"(1, 4)",0,-0.33
15,9,"(1, 3)",1,-0.33
15,10,"(2, 3)",1,-0.33
15,11,"(3, 3)",1,-0.33
15,12,"(4, 3)",1,-0.33
15,13,"(5, 3)",0,-0.33
15,14,"(5, 2)",0,-0.33
15,15,"(5, 1)",1,-0.33
15,16,"(6, 1)",1,-0.33
15,17,"(7, 1)",1,-0.33
15,18,"(8, 1)",1,-0.33
15,19,"(9, 1)",1,-0.33
15,20,"(10, 1)",1,-0.33
15,21,"(11, 1)",1,-0.33
15,22,"(12, 1)",1,-0.33
15,23,"(13, 1)",1,-0.33
15,24,"(14, 1)",1,-0.33
15,25,"(15, 1)",1,-0.33
15,26,"(16, 1)",1,-0.33
15,27,"(17, 1)",1,-0.33
15,28,"(18, 1)",1,-0.33
15,29,"(19, 1)",0,33.33
16,0,"(0, 9)",0,-0.33
16,1,"(0, 8)",1,-0.33
16,2,"(1, 8)",1,-0.33
16,3,"(2, 8)",1,-0.33
16,4,"(3, 8)",1,-0.33
16,5,"(4, 8)",1,-0.33
16,6,"(5, 8)",0,-0.33
16,7,"(5, 7)",1,-0.33
16,8,"(6, 7)",0,-0.33
16,9,"(6, 6)",0,-0.33
16,10,"(6, 5)",0,-33.33
16,11,"(6, 5)",1,-0.33
16,12,"(7, 5)",0,-0.33
16,13,"(7, 4)",0,-0.33
16,14,"(7, 3)",1,-0.33
16,15,"(8, 3)",1,-0.33
16,16,"(9, 3)",0,-0.33
16,17,"(9, 2)",1,-0.33
16,18,"(10, 2)",0,-0.33
16,19,"(10, 1)",1,-0.33
16,20,"(11, 1)",1,-0.33
16,21,"(12, 1)",1,-0.33
16,22,"(13, 1)",1,-0.33
16,23,"(14, 1)",1,-0.33
16,24,"(15, 1)",1,-0.33
16,25,"(16, 1)",1,-0.33
16,26,"(17, 1)",1,-0.33
16,27,"(18, 1)",1,-0.33
16,28,"(19, 1)",0,33.33
17,0,"(0, 9)",1,-0.33
17,1,"(1, 9)",1,-0.33
17,2,"(2, 9)",1,-0.33
17,3,"(3, 9)",0,-0.33
17,4,"(3, 8)",1,-0.33
17,5,"(4, 8)",1,-0.33
17,6,"(5, 8)",0,-0.33
17,7,"(5, 7)",1,-0.33
17,8,"(6, 7)",1,-0.33
17,9,"(7, 7)",0,-0.33
17,10,"(7, 6)",0,-0.33
17,11,"(7, 5)",1,-0.33
17,12,"(8, 5)",0,-33.33
17,13,"(8, 5)",1,-0.33
17,14,"(9, 5)",0,-33.33
17,15,"(9, 5)",2,-0.33
17,16,"(9, 6)",2,-0.33
17,17,"(9, 7)",1,-0.33
17,18,"(10, 7)",1,-0.33
17,19,"(11, 7)",0,-0.33
17,20,"(11, 6)",1,-0.33
17,21,"(12, 6)",1,-0.33
17,22,"(13, 6)",0,-0.33
17,23,"(13, 5)",1,-0.33
17,24,"(14, 5)",1,-0.33
17,25,"(15, 5)",1,-0.33
17,26,"(16, 5)",1,-0.33
17,27,"(17, 5)",0,-0.33
17,28,"(17, 4)",1,-33.33
17,29,"(17, 4)",0,-0.33
17,30,"(17, 3)",1,-0.33
17,31,"(18, 3)",1,-0.33
17,32,"(19, 3)",0,-0.33
17,33,"(19, 2)",0,-0.33
17,34,"(19, 1)",0,33.33
18,0,"(0, 9)",1,-0.33
18,1,"(1, 9)",0,-0.33
18,2,"(1, 8)",1,-0.33
18,3,"(2, 8)",1,-0.33
18,4,"(3, 8)",0,-0.33
18,5,"(3, 7)",1,-33.33
18,6,"(3, 7)",0,-0.33
18,7,"(3, 6)",1,-0.33
18,8,"(4, 6)",0,-0.33
18,9,"(4, 5)",1,-0.33
18,10,"(5, 5)",0,-0.33
18,11,"(5, 4)",0,-0.33
18,12,"(5, 3)",0,-0.33
18,13,"(5, 2)",0,-0.33
18,14,"(5, 1)",1,-0.33
18,15,"(6, 1)",1,-0.33
18,16,"(7, 1)",1,-0.33
18,17,"(8, 1)",1,-0.33
18,18,"(9, 1)",1,-0.33
18,19,"(10, 1)",1,-0.33
18,20,"(11, 1)",1,-0.33
18,21,"(12, 1)",1,-0.33
18,22,"(13, 1)",1,-0.33
18,23,"(14, 1)",1,-0.33
18,24,"(15, 1)",1,-0.33
18,25,"(16, 1)",1,-0.33
18,26,"(17, 1)",1,-0.33
18,27,"(18, 1)",1,-0.33
18,28,"(19, 1)",0,33.33
19,0,"(0, 9)",0,-0.33
19,1,"(0, 8)",0,-0.33
19,2,"(0, 7)",1,-0.33
19,3,"(1, 7)",0,-0.33
19,4,"(1, 6)",1,-33.33
19,5,"(1, 6)",0,-0.33
19,6,"(1, 5)",1,-0.33
19,7,"(2, 5)",1,-0.33
19,8,"(3, 5)",1,-0.33
19,9,"(4, 5)",1,-0.33
19,10,"(5, 5)",0,-0.33
19,11,"(5, 4)",0,-0.33
19,12,"(5, 3)",0,-0.33
19,13,"(5, 2)",0,-0.33
19,14,"(5, 1)",0,-0.33
19,15,"(5, 0)",1,-0.33
19,16,"(6, 0)",1,-0.33
19,17,"(7, 0)",1,-0.33
19,18,"(8, 0)",1,-0.33
19,19,"(9, 0)",1,-0.33
19,20,"(10, 0)",1,-0.33
19,21,"(11, 0)",1,-0.33
19,22,"(12, 0)",1,-0.33
19,23,"(13, 0)",1,-0.33
19,24,"(14, 0)",1,-0.33
19,25,"(15, 0)",1,-0.33
19,26,"(16, 0)",1,-0.33
19,27,"(17, 0)",1,-33.33
19,28,"(17, 0)",2,-0.33
19,29,"(17, 1)",1,-0.33
19,30,"(18, 1)",1,-0.33
19,31,"(19, 1)",0,33.33
20,0,"(0, 9)",1,-0.33
20,1,"(1, 9)",1,-0.33
20,2,"(2, 9)",1,-0.33
20,3,"(3, 9)",0,-0.33
20,4,"(3, 8)",1,-0.33
20,5,"(4, 8)",1,-0.33
20,6,"(5, 8)",0,-0.33
20,7,"(5, 7)",1,-0.33
20,8,"(6, 7)",1,-0.33
20,9,"(7, 7)",0,-0.33
20,10,"(7, 6)",1,-33.33
20,11,"(7, 6)",0,-0.33
20,12,"(7, 5)",0,-0.33
20,13,"(7, 4)",0,-0.33
